       sample #	     V5	     V2
            239	   1003	   1167
            240	   1003	   1155
            241	   1003	   1147
            242	   1002	   1135
            243	   1002	   1123
            244	    996	   1113
            245	    994	   1104
            246	    994	   1097
            247	    993	   1089
            248	    994	   1079
            249	    993	   1071
            250	    987	   1061
            251	    987	   1056
            252	    988	   1054
            253	    987	   1051
            254	    989	   1044
            255	    986	   1039
            256	    983	   1033
            257	    979	   1028
            258	    980	   1030
            259	    983	   1028
            260	    984	   1024
            261	    981	   1021
            262	    979	   1020
            263	    979	   1017
            264	    978	   1017
            265	    978	   1016
            266	    979	   1014
            267	    979	   1010
            268	    978	   1010
            269	    976	   1011
            270	    975	   1010
            271	    978	   1013
            272	    977	   1010
            273	    978	   1009
            274	    975	   1008
            275	    974	   1007
            276	    978	   1010
            277	    977	   1011
            278	    978	   1010
            279	    977	   1010
            280	    974	   1008
            281	    975	   1007
            282	    975	   1009
            283	    977	   1013
            284	    976	   1012
            285	    978	   1012
            286	    977	   1011
            287	    975	   1010
            288	    977	   1012
            289	    978	   1016
            290	    979	   1017
            291	    980	   1016
            292	    980	   1016
            293	    977	   1016
            294	    978	   1016
            295	    980	   1020
            296	    983	   1020
            297	    979	   1016
            298	    978	   1018
            299	    978	   1017
            300	    978	   1021
            301	    981	   1020
            302	    981	   1020
            303	    980	   1018
            304	    977	   1019
            305	    976	   1018
            306	    977	   1017
            307	    978	   1021
            308	    979	   1020
            309	    978	   1017
            310	    974	   1015
            311	    973	   1015
            312	    975	   1017
            313	    976	   1016
            314	    976	   1015
            315	    976	   1015
            316	    973	   1012
            317	    973	   1008
            318	    972	   1011
            319	    975	   1012
            320	    975	   1011
            321	    974	   1006
            322	    971	   1005
            323	    969	   1004
            324	    970	   1005
            325	    974	   1004
            326	    973	   1003
            327	    970	   1001
            328	    969	    997
            329	    967	    996
            330	    967	    997
            331	    971	   1000
            332	    969	    997
            333	    969	    995
            334	    968	    993
            335	    966	    994
            336	    969	    994
            337	    969	    994
            338	    971	    993
            339	    969	    992
            340	    966	    990
            341	    963	    988
            342	    964	    990
            343	    966	    991
            344	    967	    988
            345	    967	    987
            346	    965	    986
            347	    963	    987
            348	    966	    987
            349	    965	    987
            350	    969	    985
            351	    969	    986
            352	    963	    983
            353	    965	    982
            354	    964	    983
            355	    967	    984
            356	    968	    982
            357	    966	    981
            358	    963	    980
            359	    964	    979
            360	    963	    981
            361	    966	    983
            362	    965	    980
            363	    966	    981
            364	    963	    977
            365	    962	    978
            366	    962	    980
            367	    966	    981
            368	    966	    981
            369	    964	    980
            370	    965	    979
            371	    963	    979
            372	    964	    980
            373	    965	    981
            374	    966	    980
            375	    966	    981
            376	    965	    975
            377	    964	    977
            378	    967	    978
            379	    968	    981
            380	    967	    978
            381	    969	    978
            382	    963	    975
            383	    965	    977
            384	    966	    978
            385	    967	    982
            386	    968	    981
            387	    967	    978
            388	    964	    978
            389	    963	    976
            390	    963	    980
            391	    966	    983
            392	    966	    983
            393	    968	    981
            394	    967	    982
            395	    967	    983
            396	    969	    990
            397	    970	    996
            398	    972	    997
            399	    972	    994
            400	    973	    998
            401	    973	   1011
            402	    978	   1049
            403	    986	   1122
            404	    993	   1182
            405	   1004	   1173
            406	   1026	   1123
            407	   1072	   1088
            408	   1150	   1073
            409	   1207	   1066
            410	   1201	   1052
            411	   1143	   1039
            412	   1088	   1022
            413	   1064	   1002
            414	   1062	    982
            415	   1066	    954
            416	   1065	    921
            417	   1066	    885
            418	   1063	    847
            419	   1062	    803
            420	   1064	    770
            421	   1069	    743
            422	   1070	    718
            423	   1068	    692
            424	   1065	    661
            425	   1061	    621
            426	   1063	    579
            427	   1060	    540
            428	   1059	    510
            429	   1055	    482
            430	   1047	    458
            431	   1038	    437
            432	   1033	    419
            433	   1024	    407
            434	   1016	    399
            435	   1003	    390
            436	    993	    383
            437	    981	    380
            438	    968	    376
            439	    954	    380
            440	    943	    378
            441	    934	    375
            442	    936	    376
            443	    946	    382
            444	    958	    390
            445	    967	    405
            446	    968	    426
            447	    963	    449
            448	    959	    473
            449	    951	    506
            450	    952	    546
            451	    954	    589
            452	    957	    636
            453	    962	    680
            454	    966	    728
            455	    966	    784
            456	    966	    832
            457	    962	    875
            458	    960	    916
            459	    957	    956
            460	    956	    996
            461	    955	   1030
            462	    953	   1062
            463	    957	   1095
            464	    957	   1116
            465	    957	   1134
            466	    956	   1151
            467	    955	   1159
            468	    958	   1173
            469	    960	   1183
            470	    963	   1192
            471	    964	   1201
            472	    964	   1208
            473	    964	   1216
            474	    966	   1226
            475	    967	   1234
            476	    967	   1241
            477	    968	   1246
            478	    966	   1252
            479	    968	   1261
            480	    967	   1270
            481	    971	   1279
            482	    971	   1284
            483	    970	   1288
            484	    971	   1294
            485	    970	   1304
            486	    971	   1311
            487	    974	   1322
            488	    975	   1327
            489	    975	   1334
            490	    975	   1338
            491	    974	   1349
            492	    974	   1357
            493	    979	   1364
            494	    979	   1371
            495	    978	   1376
            496	    977	   1381
            497	    975	   1390
            498	    981	   1396
            499	    982	   1404
            500	    985	   1408
            501	    984	   1409
            502	    984	   1411
            503	    983	   1416
            504	    985	   1417
            505	    990	   1421
            506	    992	   1420
            507	    991	   1416
            508	    992	   1411
            509	    991	   1409
            510	    995	   1407
            511	    997	   1403
            512	    997	   1396
            513	    997	   1386
            514	    998	   1376
            515	    997	   1369
            516	    999	   1359
            517	   1000	   1350
            518	   1002	   1335
            519	    999	   1322
            520	    999	   1308
            521	    997	   1294
            522	    998	   1284
            523	    999	   1271
            524	   1000	   1256
            525	    999	   1237
            526	    998	   1224
            527	    996	   1210
            528	    997	   1199
            529	    997	   1190
            530	    998	   1176
            531	    997	   1162
            532	    994	   1151
            533	    992	   1139
            534	    992	   1132
            535	    995	   1123
            536	    994	   1113
            537	    993	   1104
            538	    989	   1092
            539	    986	   1083
            540	    987	   1080
            541	    987	   1073
            542	    987	   1065
            543	    986	   1058
            544	    983	   1052
            545	    983	   1047
            546	    983	   1046
            547	    984	   1043
            548	    983	   1037
            549	    982	   1033
            550	    978	   1030
            551	    980	   1029
            552	    979	   1027
            553	    981	   1028
            554	    980	   1025
            555	    980	   1020
            556	    978	   1017
            557	    979	   1017
            558	    980	   1016
            559	    979	   1020
            560	    978	   1016
            561	    978	   1015
            562	    977	   1014
            563	    976	   1013
            564	    979	   1015
            565	    979	   1019
            566	    979	   1017
            567	    980	   1016
            568	    979	   1014
            569	    977	   1013
            570	    979	   1017
            571	    980	   1018
            572	    982	   1019
            573	    981	   1017
            574	    978	   1017
            575	    977	   1017
            576	    979	   1018
            577	    982	   1021
            578	    982	   1020
            579	    980	   1021
            580	    980	   1018
            581	    978	   1019
            582	    979	   1023
            583	    981	   1025
            584	    980	   1024
            585	    981	   1022
            586	    978	   1021
            587	    978	   1018
            588	    980	   1019
            589	    982	   1023
            590	    981	   1025
            591	    981	   1020
            592	    979	   1017
            593	    979	   1017
            594	    979	   1018
            595	    981	   1019
            596	    980	   1018
            597	    977	   1016
            598	    976	   1013
            599	    977	   1012
            600	    976	   1014
            601	    978	   1015
            602	    979	   1014
            603	    978	   1010
            604	    976	   1007
            605	    975	   1007
            606	    975	   1007
            607	    976	   1009
            608	    978	   1005
            609	    976	   1002
            610	    975	    999
            611	    974	   1001
            612	    974	   1001
            613	    975	   1001
            614	    976	    998
            615	    976	    995
            616	    973	    994
            617	    970	    995
            618	    973	    994
            619	    973	    997
            620	    975	    993
            621	    973	    991
            622	    972	    989
            623	    970	    988
            624	    971	    989
            625	    971	    991
            626	    971	    990
            627	    973	    986
            628	    971	    987
            629	    970	    985
            630	    969	    986
            631	    972	    987
            632	    972	    988
            633	    971	    984
            634	    970	    981
            635	    970	    981
            636	    969	    983
            637	    972	    982
            638	    973	    981
            639	    971	    981
            640	    968	    978
            641	    966	    981
            642	    967	    981
            643	    970	    982
            644	    971	    983
            645	    970	    980
            646	    968	    978
            647	    966	    977
            648	    966	    981
            649	    969	    981
            650	    971	    979
            651	    970	    978
            652	    966	    977
            653	    968	    977
            654	    969	    977
            655	    972	    978
            656	    972	    980
            657	    970	    976
            658	    967	    976
            659	    967	    975
            660	    970	    975
            661	    971	    978
            662	    970	    978
            663	    971	    976
            664	    967	    974
            665	    967	    975
            666	    968	    977
            667	    971	    979
            668	    971	    977
            669	    970	    975
            670	    970	    972
            671	    970	    972
            672	    971	    977
            673	    971	    976
            674	    971	    976
            675	    970	    973
            676	    970	    973
            677	    968	    975
            678	    968	    975
            679	    972	    978
            680	    973	    978
            681	    973	    977
            682	    972	    973
            683	    971	    977
            684	    973	    979
            685	    975	    983
            686	    977	    983
            687	    976	    987
            688	    978	    999
            689	    977	   1037
            690	    985	   1113
            691	    994	   1191
            692	   1000	   1202
            693	   1017	   1151
            694	   1058	   1094
            695	   1127	   1068
            696	   1198	   1059
            697	   1198	   1048
            698	   1138	   1031
            699	   1079	   1014
            700	   1055	    992
            701	   1054	    964
            702	   1059	    937
            703	   1060	    902
            704	   1059	    866
            705	   1056	    821
            706	   1056	    779
            707	   1056	    748
            708	   1058	    720
            709	   1057	    699
            710	   1055	    667
            711	   1051	    628
            712	   1047	    584
            713	   1047	    544
            714	   1048	    512
            715	   1046	    490
            716	   1042	    470
            717	   1032	    447
            718	   1024	    423
            719	   1012	    406
            720	   1002	    401
            721	    992	    394
            722	    983	    387
            723	    970	    381
            724	    957	    375
            725	    939	    374
            726	    923	    376
            727	    918	    375
            728	    920	    373
            729	    928	    374
            730	    935	    375
            731	    943	    380
            732	    949	    392
            733	    955	    408
            734	    957	    427
            735	    956	    450
            736	    958	    476
            737	    960	    515
            738	    965	    554
            739	    970	    606
            740	    973	    661
            741	    979	    716
            742	    980	    769
            743	    979	    824
            744	    973	    871
            745	    970	    918
            746	    966	    961
            747	    963	    999
            748	    962	   1035
            749	    959	   1074
            750	    960	   1104
            751	    962	   1129
            752	    966	   1146
            753	    965	   1155
            754	    963	   1164
            755	    961	   1174
            756	    963	   1184
            757	    963	   1192
            758	    964	   1200
            759	    964	   1205
            760	    963	   1208
            761	    961	   1216
            762	    963	   1223
            763	    965	   1230
            764	    965	   1233
            765	    962	   1240
            766	    961	   1242
            767	    961	   1251
            768	    960	   1258
            769	    963	   1263
            770	    964	   1267
            771	    961	   1277
            772	    962	   1278
            773	    961	   1289
            774	    963	   1295
            775	    965	   1304
            776	    966	   1310
            777	    964	   1316
            778	    964	   1321
            779	    965	   1329
            780	    965	   1338
            781	    969	   1348
            782	    972	   1352
            783	    968	   1358
            784	    968	   1364
            785	    970	   1372
            786	    972	   1379
            787	    973	   1389
            788	    975	   1395
            789	    976	   1399
            790	    975	   1400
            791	    975	   1406
            792	    977	   1412
            793	    983	   1415
            794	    982	   1418
            795	    984	   1415
            796	    982	   1416
            797	    983	   1415
            798	    988	   1418
            799	    991	   1413
            800	    993	   1411
            801	    993	   1405
            802	    993	   1396
            803	    993	   1390
            804	    996	   1384
            805	    997	   1379
            806	   1001	   1368
            807	    999	   1354
            808	    999	   1342
            809	    997	   1329
            810	   1000	   1318
            811	    999	   1308
            812	   1002	   1292
            813	   1001	   1274
            814	    998	   1261
            815	    997	   1248
            816	    998	   1234
            817	   1001	   1222
            818	    999	   1207
            819	   1001	   1192
            820	   1000	   1178
            821	    996	   1165
            822	    999	   1156
            823	    998	   1146
            824	    999	   1134
            825	    997	   1122
            826	    995	   1112
            827	    994	   1101
            828	    994	   1095
            829	    995	   1089
            830	    994	   1080
            831	    989	   1073
            832	    988	   1064
            833	    984	   1061
            834	    986	   1055
            835	    986	   1053
            836	    987	   1050
            837	    984	   1046
            838	    982	   1040
            839	    980	   1037
            840	    982	   1037
            841	    982	   1035
            842	    979	   1034
            843	    979	   1029
            844	    978	   1026
            845	    977	   1023
            846	    979	   1025
            847	    979	   1026
            848	    980	   1025
            849	    979	   1025
            850	    975	   1023
            851	    974	   1024
            852	    976	   1024
            853	    977	   1025
            854	    978	   1024
            855	    979	   1023
            856	    976	   1020
            857	    976	   1022
            858	    977	   1023
            859	    976	   1024
            860	    977	   1025
            861	    975	   1022
            862	    973	   1022
            863	    972	   1022
            864	    973	   1024
            865	    975	   1024
            866	    973	   1023
            867	    973	   1021
            868	    973	   1022
            869	    972	   1021
            870	    973	   1021
            871	    976	   1023
            872	    976	   1022
            873	    975	   1020
            874	    971	   1019
            875	    967	   1016
            876	    968	   1019
            877	    969	   1021
            878	    973	   1020
            879	    975	   1014
            880	    974	   1011
            881	    971	   1012
            882	    974	   1012
            883	    974	   1013
            884	    974	   1013
            885	    973	   1009
            886	    969	   1004
            887	    966	   1004
            888	    967	   1007
            889	    966	   1006
            890	    970	   1003
            891	    969	   1002
            892	    968	   1000
            893	    967	    999
            894	    967	   1001
            895	    966	    999
            896	    967	   1000
            897	    964	    999
            898	    965	    996
            899	    964	    992
            900	    966	    995
            901	    966	    992
            902	    969	    993
            903	    967	    989
            904	    962	    988
            905	    963	    988
            906	    962	    989
            907	    963	    991
            908	    964	    988
            909	    963	    987
            910	    963	    983
            911	    961	    983
            912	    964	    986
            913	    965	    985
            914	    965	    984
            915	    965	    982
            916	    962	    980
            917	    958	    983
            918	    963	    983
            919	    964	    984
            920	    966	    981
            921	    966	    981
            922	    964	    978
            923	    962	    978
            924	    963	    980
            925	    964	    981
            926	    965	    981
            927	    964	    977
            928	    963	    974
            929	    961	    975
            930	    964	    977
            931	    963	    977
            932	    964	    978
            933	    966	    976
            934	    963	    973
            935	    961	    975
            936	    963	    975
            937	    963	    976
            938	    965	    974
            939	    965	    974
            940	    963	    971
            941	    963	    973
            942	    965	    976
            943	    963	    976
            944	    965	    973
            945	    965	    973
            946	    961	    969
            947	    962	    972
            948	    961	    974
            949	    964	    976
            950	    965	    976
            951	    963	    973
            952	    962	    969
            953	    960	    971
            954	    962	    973
            955	    964	    972
            956	    967	    974
            957	    968	    973
            958	    967	    970
            959	    966	    970
            960	    966	    974
            961	    970	    976
            962	    970	    973
            963	    968	    972
            964	    965	    971
            965	    963	    972
            966	    966	    974
            967	    966	    976
            968	    967	    974
            969	    967	    973
            970	    967	    970
            971	    965	    971
            972	    965	    974
            973	    968	    977
            974	    970	    977
            975	    970	    973
            976	    969	    973
            977	    970	    974
            978	    974	    977
            979	    976	    987
            980	    978	    998
            981	    979	   1039
            982	    984	   1112
            983	    990	   1168
            984	   1005	   1157
            985	   1035	   1106
            986	   1094	   1071
            987	   1167	   1056
            988	   1200	   1043
            989	   1164	   1033
            990	   1102	   1019
            991	   1065	   1003
            992	   1054	    977
            993	   1054	    949
            994	   1053	    918
            995	   1049	    883
            996	   1046	    844
            997	   1049	    805
            998	   1051	    766
            999	   1052	    704
           1000	   1048	    678
           1001	   1046	    651
           1002	   1042	    621
           1003	   1042	    583
           1004	   1042	    538
           1005	   1040	    506
           1006	   1036	    483
           1007	   1033	    466
           1008	   1031	    449
           1009	   1022	    428
           1010	   1015	    410
           1011	   1004	    395
           1012	    990	    390
           1013	    980	    385
           1014	    971	    383
           1015	    962	    376
           1016	    949	    373
           1017	    932	    368
           1018	    914	    369
           1019	    904	    374
           1020	    904	    372
           1021	    906	    375
           1022	    910	    377
           1023	    919	    377
           1024	    924	    385
           1025	    927	    400
           1026	    928	    419
           1027	    927	    444
           1028	    926	    470
           1029	    928	    502
           1030	    927	    543
           1031	    934	    589
           1032	    940	    639
           1033	    949	    687
           1034	    957	    736
           1035	    960	    787
           1036	    961	    837
           1037	    960	    882
           1038	    960	    925
           1039	    963	    964
           1040	    965	    995
           1041	    964	   1025
           1042	    965	   1059
           1043	    968	   1088
           1044	    970	   1115
           1045	    973	   1131
           1046	    974	   1142
           1047	    978	   1151
           1048	    979	   1163
           1049	    980	   1171
           1050	    982	   1178
           1051	    981	   1182
           1052	    979	   1187
           1053	    977	   1190
           1054	    975	   1198
           1055	    979	   1203
           1056	    982	   1209
           1057	    982	   1216
           1058	    985	   1219
           1059	    984	   1226
           1060	    981	   1233
           1061	    981	   1241
           1062	    980	   1247
           1063	    979	   1251
           1064	    978	   1254
           1065	    978	   1255
           1066	    974	   1262
           1067	    975	   1270
           1068	    974	   1275
           1069	    976	   1282
           1070	    977	   1286
           1071	    977	   1290
           1072	    975	   1296
           1073	    976	   1305
           1074	    975	   1311
           1075	    973	   1320
           1076	    972	   1322
           1077	    969	   1324
           1078	    969	   1332
           1079	    972	   1340
           1080	    973	   1349
           1081	    973	   1351
           1082	    972	   1353
           1083	    971	   1357
           1084	    971	   1365
           1085	    974	   1374
           1086	    976	   1379
           1087	    977	   1381
           1088	    979	   1384
           1089	    978	   1386
           1090	    978	   1389
           1091	    981	   1394
           1092	    982	   1397
           1093	    980	   1399
           1094	    982	   1398
           1095	    981	   1394
           1096	    982	   1396
           1097	    985	   1396
           1098	    989	   1397
           1099	    994	   1396
           1100	    995	   1390
           1101	    993	   1383
           1102	    992	   1378
           1103	    991	   1377
           1104	    995	   1371
           1105	    996	   1363
           1106	    998	   1353
           1107	    999	   1342
           1108	   1003	   1332
           1109	   1004	   1323
           1110	   1007	   1315
           1111	   1009	   1301
           1112	   1008	   1289
           1113	   1003	   1273
           1114	   1004	   1265
           1115	   1005	   1253
           1116	   1005	   1243
           1117	   1007	   1232
           1118	   1006	   1216
           1119	   1004	   1201
           1120	   1001	   1193
           1121	   1004	   1182
           1122	   1006	   1174
           1123	   1006	   1162
           1124	   1005	   1147
           1125	   1001	   1135
           1126	    999	   1125
           1127	   1000	   1117
           1128	   1002	   1109
           1129	   1001	   1101
           1130	   1000	   1091
           1131	   1000	   1082
           1132	    996	   1075
           1133	    996	   1072
           1134	    997	   1067
           1135	    996	   1062
           1136	    992	   1055
           1137	    990	   1046
           1138	    988	   1044
           1139	    989	   1042
           1140	    989	   1040
           1141	    991	   1037
           1142	    988	   1030
           1143	    986	   1027
           1144	    984	   1024
           1145	    984	   1023
           1146	    987	   1023
           1147	    985	   1022
           1148	    988	   1018
           1149	    983	   1016
           1150	    981	   1018
           1151	    981	   1017
           1152	    982	   1018
           1153	    982	   1016
           1154	    980	   1014
           1155	    978	   1012
           1156	    977	   1014
           1157	    978	   1016
           1158	    980	   1017
           1159	    980	   1015
           1160	    979	   1015
           1161	    978	   1013
           1162	    977	   1014
           1163	    978	   1014
           1164	    979	   1017
           1165	    979	   1017
           1166	    977	   1014
           1167	    976	   1016
           1168	    973	   1014
           1169	    976	   1015
           1170	    978	   1016
           1171	    978	   1018
           1172	    977	   1011
           1173	    973	   1012
           1174	    972	   1014
           1175	    974	   1016
           1176	    975	   1016
           1177	    975	   1016
           1178	    975	   1013
           1179	    974	   1010
           1180	    972	   1013
           1181	    972	   1013
           1182	    976	   1015
           1183	    974	   1015
           1184	    972	   1011
           1185	    974	   1008
           1186	    972	   1007
           1187	    973	   1010
           1188	    975	   1011
           1189	    975	   1008
           1190	    972	   1006
           1191	    972	   1003
           1192	    973	   1003
           1193	    972	   1005
           1194	    972	   1005
           1195	    973	   1003
           1196	    971	   1001
           1197	    969	    998
           1198	    968	    996
           1199	    970	    999
           1200	    971	    997
           1201	    972	    997
           1202	    969	    995
           1203	    969	    992
           1204	    967	    992
           1205	    968	    993
           1206	    970	    992
           1207	    969	    990
           1208	    969	    991
           1209	    966	    988
           1210	    964	    986
           1211	    967	    985
           1212	    968	    989
           1213	    968	    989
           1214	    966	    983
           1215	    966	    983
           1216	    964	    981
           1217	    964	    982
           1218	    969	    984
           1219	    967	    984
           1220	    967	    980
           1221	    965	    979
           1222	    963	    978
           1223	    964	    982
           1224	    966	    983
           1225	    967	    982
           1226	    967	    976
           1227	    963	    974
           1228	    963	    976
           1229	    964	    978
           1230	    966	    978
           1231	    964	    978
           1232	    965	    974
           1233	    961	    973
           1234	    961	    975
           1235	    962	    975
           1236	    964	    975
           1237	    964	    976
           1238	    963	    971
           1239	    963	    972
           1240	    960	    973
           1241	    964	    974
           1242	    965	    975
           1243	    965	    975
           1244	    964	    973
           1245	    961	    970
           1246	    960	    970
           1247	    962	    969
           1248	    963	    974
           1249	    966	    973
           1250	    964	    972
           1251	    962	    968
           1252	    961	    969
           1253	    963	    972
           1254	    964	    971
           1255	    964	    972
           1256	    965	    970
           1257	    961	    968
           1258	    961	    969
           1259	    961	    970
           1260	    964	    971
           1261	    965	    970
           1262	    963	    967
           1263	    961	    966
           1264	    961	    968
           1265	    963	    970
           1266	    965	    971
           1267	    964	    971
           1268	    965	    967
           1269	    960	    968
           1270	    960	    967
           1271	    966	    971
           1272	    964	    971
           1273	    965	    971
           1274	    964	    971
           1275	    965	    967
           1276	    964	    969
           1277	    964	    971
           1278	    964	    973
           1279	    964	    970
           1280	    966	    968
           1281	    963	    966
           1282	    964	    971
           1283	    962	    970
           1284	    964	    971
           1285	    967	    972
           1286	    965	    969
           1287	    963	    968
           1288	    962	    970
           1289	    966	    971
           1290	    969	    973
           1291	    970	    971
           1292	    970	    972
           1293	    967	    972
           1294	    968	    981
           1295	    971	    991
           1296	    974	   1020
           1297	    978	   1074
           1298	    983	   1150
           1299	    990	   1194
           1300	    998	   1175
           1301	   1021	   1126
           1302	   1067	   1090
           1303	   1140	   1072
           1304	   1193	   1058
           1305	   1187	   1049
           1306	   1132	   1036
           1307	   1078	   1027
           1308	   1055	   1013
           1309	   1051	    992
           1310	   1052	    965
           1311	   1051	    938
           1312	   1052	    909
           1313	   1052	    876
           1314	   1054	    843
           1315	   1057	    805
           1316	   1056	    773
           1317	   1056	    741
           1318	   1058	    714
           1319	   1058	    690
           1320	   1056	    663
           1321	   1053	    630
           1322	   1049	    591
           1323	   1049	    547
           1324	   1044	    512
           1325	   1044	    492
           1326	   1040	    473
           1327	   1034	    455
           1328	   1028	    432
           1329	   1018	    414
           1330	   1008	    399
           1331	    998	    394
           1332	    992	    388
           1333	    980	    382
           1334	    968	    376
           1335	    956	    370
           1336	    942	    371
           1337	    928	    372
           1338	    918	    373
           1339	    911	    371
           1340	    913	    370
           1341	    919	    370
           1342	    926	    375
           1343	    931	    382
           1344	    935	    393
           1345	    934	    407
           1346	    935	    423
           1347	    935	    440
           1348	    934	    468
           1349	    938	    501
           1350	    942	    531
           1351	    944	    567
           1352	    947	    602
           1353	    950	    643
           1354	    956	    690
           1355	    963	    739
           1356	    968	    787
           1357	    968	    830
           1358	    965	    867
           1359	    960	    902
           1360	    959	    944
           1361	    960	    980
           1362	    960	   1013
           1363	    959	   1046
           1364	    960	   1074
           1365	    958	   1101
           1366	    959	   1127
           1367	    960	   1147
           1368	    965	   1162
           1369	    965	   1173
           1370	    966	   1181
           1371	    966	   1189
           1372	    966	   1197
           1373	    969	   1207
           1374	    969	   1216
           1375	    967	   1222
           1376	    969	   1226
           1377	    971	   1230
           1378	    971	   1237
           1379	    974	   1246
           1380	    974	   1253
           1381	    975	   1256
           1382	    975	   1260
           1383	    974	   1261
           1384	    976	   1271
           1385	    979	   1274
           1386	    978	   1281
           1387	    979	   1282
           1388	    978	   1284
           1389	    979	   1286
           1390	    977	   1292
           1391	    981	   1297
           1392	    984	   1302
           1393	    988	   1306
           1394	    987	   1309
           1395	    988	   1315
           1396	    989	   1324
           1397	    989	   1333
           1398	    989	   1341
